,artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
35880,Ivan Aivazovsky,1853,marina,1103.0,786.0,67254.0,wikiart,Romanticism,Rough sea at night,train_and_test,False,58385.jpg
35939,Rembrandt,,genre painting,866.0,1000.0,549273.0,wikiart,Baroque,The Sense Of Sight,train_and_test,True,84701.jpg
35987,Rembrandt,1658,nude painting (nu),1280.0,676.0,438734.0,wikiart,Baroque,Negress lying down,train_and_test,True,53424.jpg
36021,Rembrandt,1640,religious painting,823.0,1051.0,137163.0,wikiart,Baroque,Holy Family,train_and_test,True,40831.jpg
36069,Albrecht Durer,,cityscape,1024.0,844.0,285243.0,wikiart,Northern Renaissance,The Trefilería on Peignitz,train_and_test,True,17368.jpg
36107,Rembrandt,1669,portrait,807.0,1070.0,120504.0,wikipedia,Baroque,Man in a Golden Helmet,train_and_test,True,41762.jpg
36144,Rembrandt,1635,religious painting,1064.0,811.0,451580.0,wikipedia,Baroque,John the Baptist Preaching,train_and_test,True,49427.jpg
36157,Rembrandt,1658,nude painting (nu),674.0,1280.0,437932.0,wikiart,Baroque,Seated naked woman (Woman bathing her feet at a brook),train_and_test,True,90169.jpg
36164,Rembrandt,1653,portrait,908.0,950.0,120143.0,wikipedia,Baroque,Aristotle with a Bust of Homer,train_and_test,True,15753.jpg
36214,Albrecht Durer,1512,religious painting,862.0,1000.0,508460.0,wikiart,Northern Renaissance,"The Holy Family With St. John, The Magdalen And Nicodemus",train_and_test,True,77970.jpg
36236,Marc Chagall,1913,self-portrait,858.0,1004.0,212677.0,wikiart,Cubism,Self-Portrait with Seven Digits,train_and_test,True,84719.jpg
36245,Rembrandt,1665,self-portrait,851.0,1012.0,115131.0,wikipedia,Baroque,Self-portrait,train_and_test,True,75906.jpg
36260,Ivan Aivazovsky,1880,landscape,1040.0,828.0,95989.0,wikiart,Romanticism,River Rioni. Georgia,train_and_test,True,42177.jpg
36341,Ivan Aivazovsky,1871,marina,1072.0,802.0,68196.0,wikiart,Romanticism,"The ships on rough sea, sunrise",train_and_test,True,46623.jpg
36343,Albrecht Durer,,religious painting,808.0,1064.0,136435.0,wikiart,Northern Renaissance,Adoration(fragment),train_and_test,True,51642.jpg
36365,Rembrandt,1640,religious painting,800.0,1074.0,509053.0,wikiart,Baroque,The Crucifixion an Oval Plate,train_and_test,False,57640.jpg
36453,Ivan Aivazovsky,1882,portrait,858.0,1000.0,102843.0,wikiart,Romanticism,Portrait of the Artist's Wife Anna Burnazyan,train_and_test,True,25330.jpg
36490,Ivan Aivazovsky,,marina,1073.0,799.0,172380.0,wikiart,Romanticism,Fishermen on the Shore,train_and_test,True,35217.jpg
36507,Albrecht Durer,,religious painting,804.0,1066.0,170667.0,wikiart,Northern Renaissance,Adoration(fragment),train_and_test,True,85383.jpg
36617,Ivan Aivazovsky,1874,marina,1056.0,810.0,76841.0,wikiart,Romanticism,Seascape,train_and_test,True,5879.jpg
36716,Ivan Aivazovsky,1883,marina,854.0,1000.0,153762.0,wikiart,Romanticism,Wreck of a Merchant Ship in the Open Sea (Shipwreck),train_and_test,True,84612.jpg
36748,Rembrandt,1652,self-portrait,776.0,1100.0,85433.0,wikiart,Baroque,Large Self-portrait,train_and_test,False,8699.jpg
36764,Ivan Aivazovsky,1873,landscape,1038.0,822.0,62597.0,wikiart,Romanticism,Sea channel with lighthouse,train_and_test,True,70441.jpg
36786,Ivan Aivazovsky,1882,landscape,1000.0,853.0,134961.0,wikiart,Romanticism,Troika in the steppe,train_and_test,True,28822.jpg
36798,Rembrandt,1668,portrait,1066.0,800.0,121765.0,wikiart,Baroque,Family Group,train_and_test,True,51339.jpg
36808,Albrecht Durer,1489,cityscape,1113.0,766.0,148579.0,wikiart,Northern Renaissance,Saint John`s Church,train_and_test,True,54995.jpg
36852,Ivan Aivazovsky,,marina,852.0,1000.0,122113.0,wikiart,Romanticism,Evening at Sea,train_and_test,True,68221.jpg
36899,Albrecht Durer,1497,landscape,750.0,1135.0,117825.0,wikiart,Northern Renaissance,Pine,train_and_test,True,96811.jpg
36968,Rembrandt,,genre painting,808.0,1052.0,136268.0,wikipedia,Baroque,Bathing river,train_and_test,False,101611.jpg
36997,Rembrandt,1635,religious painting,1035.0,821.0,488701.0,wikiart,Baroque,The Entombment,train_and_test,True,90842.jpg
37076,Ivan Aivazovsky,1849,marina,1010.0,840.0,63269.0,wikiart,Romanticism,Tempest on the sea at nidht,train_and_test,True,49088.jpg
37120,Rembrandt,1631,portrait,858.0,988.0,133318.0,wikipedia,Baroque,A scholar,train_and_test,True,7189.jpg
37132,Ivan Aivazovsky,1868,landscape,1070.0,792.0,154062.0,wikiart,Romanticism,"View Of The Ayu Dag, Crimea",train_and_test,True,9561.jpg
37136,Rembrandt,1629,genre painting,662.0,1280.0,329858.0,wikiart,Baroque,Beggar with a crippled hand leaning on a stick,train_and_test,True,66906.jpg
37159,Ivan Aivazovsky,1862,landscape,1000.0,847.0,187353.0,wikiart,Romanticism,Windmills in the Ukrainian steppe at sunset,train_and_test,True,59114.jpg
37276,Rembrandt,1655,portrait,1004.0,842.0,150125.0,wikiart,Baroque,The Polish Rider,train_and_test,True,19930.jpg
37285,Albrecht Durer,1504,religious painting,665.0,1271.0,173829.0,wikipedia,Northern Renaissance,Job and His Wife,train_and_test,True,100712.jpg
37323,Rembrandt,1640,animal painting,1280.0,660.0,399577.0,wikiart,Baroque,Sleeping puppy,train_and_test,True,35470.jpg
37355,Albrecht Durer,1499,portrait,836.0,1010.0,158404.0,wikiart,Northern Renaissance,Hans Tucher,train_and_test,True,19947.jpg
37367,Rembrandt,c.1657,portrait,844.0,1000.0,110797.0,wikipedia,Baroque,"Titus, the Artist's son",train_and_test,True,82448.jpg
37490,Albrecht Durer,1499,religious painting,807.0,1044.0,138388.0,wikipedia,Northern Renaissance,Portrait of St Sebastian with an Arrow,train_and_test,True,48071.jpg
37523,Albrecht Durer,1512,religious painting,842.0,1000.0,549902.0,wikiart,Northern Renaissance,St. Jerome By The Pollard Willow,train_and_test,True,17687.jpg
37537,Rembrandt,1634,sketch and study,766.0,1099.0,137692.0,wikiart,Baroque,The Descent from the Cross,train_and_test,True,13045.jpg
37587,Ivan Aivazovsky,,marina,841.0,1000.0,197615.0,wikiart,Romanticism,Sand Pebbles,train_and_test,True,26409.jpg
37596,Ivan Aivazovsky,,marina,841.0,1000.0,165696.0,wikiart,Romanticism,Sea ,train_and_test,False,25468.jpg
37611,Albrecht Durer,,portrait,840.0,1001.0,129857.0,wikipedia,Northern Renaissance,Head of a Woman,train_and_test,True,73947.jpg
37613,Ivan Aivazovsky,1892,marina,1155.0,728.0,97429.0,wikiart,Romanticism,The Mary Caught in a Storm,train_and_test,True,29683.jpg
37622,Albrecht Durer,,landscape,1024.0,821.0,278248.0,wikiart,Northern Renaissance,Watermill at the montaсa,train_and_test,True,33667.jpg
37703,Rembrandt,,portrait,823.0,1020.0,136050.0,wikiart,Baroque,Titus,train_and_test,True,83244.jpg
37714,Ivan Aivazovsky,1871,marina,1100.0,763.0,325340.0,wikiart,Romanticism,Seascape,train_and_test,True,14341.jpg
37719,Albrecht Durer,1506,portrait,750.0,1119.0,123863.0,wikiart,Northern Renaissance,Portrait of a Young Man,train_and_test,True,56184.jpg
37731,Ivan Aivazovsky,1868,marina,1000.0,839.0,95260.0,wikiart,Romanticism,Stormy Sea,train_and_test,True,22631.jpg
37755,Albrecht Durer,1497,portrait,805.0,1042.0,137907.0,wikiart,Northern Renaissance,Albrecht Durer's Father,train_and_test,True,61717.jpg
37775,Rembrandt,1650,landscape,1029.0,815.0,477578.0,wikiart,Baroque,Landscape with a Canal and Large Boat,train_and_test,True,16909.jpg
37785,Rembrandt,1629,genre painting,655.0,1280.0,278606.0,wikiart,Baroque,Old beggar woman with a gourd,train_and_test,True,30302.jpg
37798,Albrecht Durer,1497,portrait,802.0,1045.0,140677.0,wikiart,Northern Renaissance,Portrait of a Young F rleger with Her Hair Done Up,train_and_test,False,28467.jpg
37810,Rembrandt,1639,portrait,838.0,1000.0,690065.0,wikiart,Baroque,Portrait Of Alijdt Adriaensdr,train_and_test,True,24625.jpg
37862,Ivan Aivazovsky,1865,marina,1060.0,790.0,37600.0,wikiart,Romanticism,The Shipwreck,train_and_test,True,34796.jpg
37883,Ivan Aivazovsky,1883,cityscape,837.0,1000.0,140738.0,wikiart,Romanticism,The Acropolis of Athens,train_and_test,True,48136.jpg
37888,Ivan Aivazovsky,1867,history painting,837.0,1000.0,171400.0,wikiart,Romanticism,Explosion of Arkadion Monastery on Crete in 1866,train_and_test,True,39608.jpg
37901,Ivan Aivazovsky,1881,marina,837.0,1000.0,166912.0,wikiart,Romanticism,Sea ,train_and_test,False,41978.jpg
37912,Ivan Aivazovsky,,landscape,1032.0,811.0,66482.0,wikiart,Romanticism,Seascape,train_and_test,True,25769.jpg
37928,Rembrandt,1641,portrait,1002.0,835.0,87289.0,wikiart,Baroque,The Mennonite Minister Cornelis Claesz,train_and_test,True,94240.jpg
37932,Albrecht Durer,,cityscape,1024.0,817.0,314717.0,wikiart,Northern Renaissance,The Trefilería on Peignitz,train_and_test,True,39116.jpg
37960,Ivan Aivazovsky,1885,landscape,1115.0,750.0,58105.0,wikiart,Romanticism,The mountain Ararat,train_and_test,True,16275.jpg
37975,Ivan Aivazovsky,1851,marina,836.0,1000.0,118590.0,wikiart,Romanticism,View of Crimea,train_and_test,True,74711.jpg
38009,Albrecht Durer,1506,landscape,1024.0,816.0,300596.0,wikiart,Northern Renaissance,Quarry,train_and_test,False,81378.jpg
38063,Rembrandt,1627,genre painting,1050.0,795.0,516816.0,wikiart,Baroque,The Rich Man from the Parable,train_and_test,False,24994.jpg
38066,Albrecht Durer,1516,portrait,801.0,1042.0,98708.0,wikipedia,Northern Renaissance,Portrait of a Cleric,train_and_test,True,68172.jpg
38096,Rembrandt,1629,portrait,809.0,1031.0,159064.0,wikiart,Baroque,Man with a Magnifying Glass,train_and_test,True,66346.jpg
38103,Ivan Aivazovsky,1866,landscape,1000.0,834.0,278316.0,wikiart,Romanticism,Night near Yalta,train_and_test,True,83455.jpg
38179,Ivan Aivazovsky,,marina,1000.0,833.0,216516.0,wikiart,Romanticism,Sea with a ship,train_and_test,True,76647.jpg
38272,Albrecht Durer,,religious painting,750.0,1109.0,172349.0,wikiart,Northern Renaissance,The Lady of the festival du Rosaire(fragment),train_and_test,True,73566.jpg
38289,Albrecht Durer,,religious painting,820.0,1014.0,160509.0,wikiart,Northern Renaissance,Mary and child,train_and_test,True,57495.jpg
38305,Ivan Aivazovsky,,marina,831.0,1000.0,153057.0,wikiart,Romanticism,The Black Sea at night,train_and_test,True,81249.jpg
38314,Ivan Aivazovsky,1864,marina,1000.0,831.0,91664.0,wikiart,Romanticism,Creation of the World,train_and_test,False,49753.jpg
38327,Rembrandt,,landscape,1075.0,773.0,133442.0,wikiart,Baroque,Stormy Landscape,train_and_test,True,89824.jpg
38337,Rembrandt,1637,religious painting,795.0,1045.0,148814.0,wikiart,Baroque,The Archangel Raphael Taking Leave of the Tobit Family,train_and_test,True,29286.jpg
38432,Rembrandt,1660,portrait,790.0,1050.0,122560.0,wikiart,Baroque,"Portrait of the Artist at His Easel, detail of the face",train_and_test,False,48494.jpg
38503,Rembrandt,1634,self-portrait,822.0,1008.0,129209.0,wikiart,Baroque,Self-portrait as a Young Man,train_and_test,False,42054.jpg
38505,Rembrandt,1642,religious painting,831.0,997.0,141883.0,wikipedia,Baroque,David and Jonathan,train_and_test,False,50849.jpg
38513,Ivan Aivazovsky,1885,marina,1024.0,809.0,87803.0,wikiart,Romanticism,Tempest by coast of Nice,train_and_test,True,48657.jpg
38516,Ivan Aivazovsky,1877,cityscape,1073.0,772.0,111390.0,wikiart,Romanticism,View of seaside town,train_and_test,True,76080.jpg
38552,Ivan Aivazovsky,1840,landscape,1000.0,828.0,118460.0,wikiart,Romanticism,The pier in Feodosia,train_and_test,False,96492.jpg
38580,Rembrandt,1630,religious painting,837.0,989.0,154598.0,wikipedia,Baroque,The Raising of Lazarus,train_and_test,True,72308.jpg
38589,Albrecht Durer,1494,cityscape,809.0,1023.0,145060.0,wikiart,Northern Renaissance,Courtyard of the Former Castle in Innsbruck with Clouds,train_and_test,True,80714.jpg
38672,Ivan Aivazovsky,1869,landscape,1024.0,807.0,67725.0,wikiart,Romanticism,Range of the Caucasus mountains,train_and_test,True,45903.jpg
38711,Albrecht Durer,,sketch and study,826.0,1000.0,364535.0,wikiart,Northern Renaissance,The Holy Family In A Room,train_and_test,False,29862.jpg
38753,Rembrandt,,portrait,821.0,1005.0,90373.0,wikiart,Baroque,Portrait of a Lady with an Ostrich Feather Fan,train_and_test,True,9712.jpg
38762,Rembrandt,1632,portrait,825.0,1000.0,873270.0,wikiart,Baroque,Portrait Of Joris de Caullery,train_and_test,True,43225.jpg
38783,Ivan Aivazovsky,1872,cityscape,1000.0,825.0,108778.0,wikiart,Romanticism,Golden Horn,train_and_test,False,98148.jpg
38827,Albrecht Durer,1516,religious painting,1176.0,701.0,129141.0,wikipedia,Northern Renaissance,The Apostles Philip and James,train_and_test,True,80154.jpg
38873,Ivan Aivazovsky,1880,self-portrait,1000.0,824.0,98018.0,wikiart,Romanticism,Self-portrait ,train_and_test,True,19586.jpg
38879,Ivan Aivazovsky,1870,landscape,1000.0,824.0,169605.0,wikiart,Romanticism,Icebergs in the Atlantic,train_and_test,True,41636.jpg
38920,Albrecht Durer,,landscape,1024.0,804.0,223339.0,wikiart,Northern Renaissance,Doss Trento,train_and_test,True,84802.jpg
38932,Albrecht Durer,c.1496,landscape,1024.0,804.0,328033.0,wikiart,Northern Renaissance,House by a Pond,train_and_test,True,82879.jpg
38933,Ivan Aivazovsky,1855,marina,1072.0,768.0,51267.0,wikiart,Romanticism,The Sunrize in Feodosiya,train_and_test,True,97561.jpg
38953,Ivan Aivazovsky,1890,marina,823.0,1000.0,209810.0,wikiart,Romanticism,Rocks in the mist,train_and_test,True,27472.jpg
38966,Ivan Aivazovsky,,marina,1000.0,823.0,133110.0,wikiart,Romanticism,The Shipwreck,train_and_test,True,25688.jpg
39006,Rembrandt,1638,religious painting,800.0,1028.0,227857.0,wikiart,Baroque,Jacob Telling his Dreams,train_and_test,True,69371.jpg
39027,Rembrandt,1650,genre painting,1000.0,822.0,975895.0,wikiart,Baroque,Studio Scenne With Sitters,train_and_test,True,70178.jpg
39036,Ivan Aivazovsky,1891,marina,822.0,1000.0,110544.0,wikiart,Romanticism,Ship in a storm,train_and_test,True,36418.jpg
39079,Albrecht Durer,1503,religious painting,810.0,1014.0,178247.0,wikipedia,Northern Renaissance,Lamentation for Christ,train_and_test,True,45333.jpg
39157,Albrecht Durer,1498,religious painting,769.0,1067.0,334648.0,wikipedia,Northern Renaissance,St Michael Fighting the Dragon,train_and_test,True,88339.jpg
39206,Ivan Aivazovsky,1886,landscape,1035.0,792.0,312972.0,wikiart,Romanticism,Pushkin and Countess Raevskaya by the sea near Gurzuf and Partenit,train_and_test,True,6590.jpg
39207,Albrecht Durer,1496,religious painting,806.0,1017.0,157109.0,wikipedia,Northern Renaissance,The Dresden Altarpiece (central panel),train_and_test,True,12587.jpg
39302,Rembrandt,1646,religious painting,1091.0,750.0,130246.0,wikipedia,Baroque,Holy Family with a Curtain,train_and_test,False,45446.jpg
39333,Rembrandt,1629,self-portrait,818.0,1000.0,745566.0,wikiart,Baroque,Self-portrait In A Plumed Hat,train_and_test,True,63302.jpg
39335,Rembrandt,1640,portrait,818.0,1000.0,1262644.0,wikiart,Baroque,Portrait Of Cornelis Claesz,train_and_test,True,40951.jpg
39338,Rembrandt,c.1629,religious painting,818.0,1000.0,929042.0,wikiart,Baroque,David Playing The Harp To Saul,train_and_test,False,25676.jpg
39413,Rembrandt,1651,religious painting,817.0,1000.0,995188.0,wikiart,Baroque,The blind Tobit,train_and_test,True,56700.jpg
39473,Ivan Aivazovsky,1857,marina,1000.0,816.0,192572.0,wikiart,Romanticism,Lunar night,train_and_test,True,102298.jpg
39505,Albrecht Durer,1496,religious painting,804.0,1014.0,161831.0,wikipedia,Northern Renaissance,The Dresden Altarpiece (side wings),train_and_test,True,47964.jpg
39533,Albrecht Durer,1498,religious painting,807.0,1010.0,124720.0,wikiart,Northern Renaissance,Madonna and Child (Haller Madonna),train_and_test,True,15887.jpg
39566,Albrecht Durer,,genre painting,700.0,1164.0,186808.0,wikiart,Northern Renaissance,Young Couple Threatened by Death ( Promenade),train_and_test,True,47492.jpg
39650,Rembrandt,1654,religious painting,800.0,1017.0,234193.0,wikiart,Baroque,Jesus Christ Entombed,train_and_test,True,100847.jpg
39687,Rembrandt,c.1629,self-portrait,813.0,1000.0,826742.0,wikiart,Baroque,Self-portrait In A Gorget,train_and_test,True,51298.jpg
39692,Ivan Aivazovsky,1866,marina,1000.0,813.0,115627.0,wikiart,Romanticism,Seascape in Crimea,train_and_test,True,6307.jpg
39698,Ivan Aivazovsky,,landscape,1000.0,813.0,577380.0,wikiart,Romanticism,View of the Golden Horn,train_and_test,True,26950.jpg
39709,Rembrandt,,mythological painting,1020.0,797.0,427234.0,wikipedia,Baroque,The Rape of Europe,train_and_test,True,27761.jpg
39742,Ivan Aivazovsky,1835,landscape,797.0,1019.0,63460.0,wikiart,Romanticism,View of the Coast Near St. Petersburg,train_and_test,True,64602.jpg
39788,Ivan Aivazovsky,,landscape,1050.0,773.0,199869.0,wikiart,Romanticism,Figures In A Coastal Landscape At Sunset,train_and_test,False,84366.jpg
39805,Rembrandt,1665,religious painting,854.0,950.0,116928.0,wikipedia,Baroque,David and Uriah,train_and_test,True,83130.jpg
39824,Rembrandt,1669,self-portrait,792.0,1024.0,141762.0,wikiart,Baroque,Self-portrait,train_and_test,True,12590.jpg
39840,Ivan Aivazovsky,1856,marina,1000.0,811.0,217454.0,wikiart,Romanticism,Sea before storm,train_and_test,True,99925.jpg
39871,Albrecht Durer,1521,portrait,755.0,1074.0,95027.0,wikiart,Northern Renaissance,Portrait of Bernhard von Reesen,train_and_test,True,7259.jpg
39926,Ivan Aivazovsky,1849,marina,1000.0,810.0,148436.0,wikiart,Romanticism,Morning at Sea ,train_and_test,False,81.jpg
39969,Ivan Aivazovsky,1861,marina,1112.0,728.0,94545.0,wikiart,Romanticism,Tempest above Evpatoriya,train_and_test,False,36048.jpg
40057,Ivan Aivazovsky,1862,cityscape,1050.0,770.0,138731.0,wikiart,Romanticism,Embankment of oriental town,train_and_test,True,57956.jpg
40087,Ivan Aivazovsky,1847,cityscape,808.0,1000.0,81815.0,wikiart,Romanticism,Moonlit night beside the sea,train_and_test,True,16652.jpg
40156,Rembrandt,,mythological painting,800.0,1009.0,59194.0,wikiart,Baroque,Minerva,train_and_test,False,87113.jpg
40166,Rembrandt,1660,self-portrait,832.0,970.0,106956.0,wikipedia,Baroque,Self-portrait,train_and_test,True,81485.jpg
40262,Ivan Aivazovsky,1848,landscape,1000.0,806.0,154221.0,wikiart,Romanticism,View of Moscow from Sparrow Hills,train_and_test,True,66540.jpg
40339,Rembrandt,,genre painting,1042.0,773.0,407196.0,wikiart,Baroque,The Concert of the State,train_and_test,True,50949.jpg
40394,Rembrandt,,landscape,1044.0,771.0,455016.0,wikiart,Baroque,Landscape with a Castle,train_and_test,True,54547.jpg
40422,Rembrandt,1632,genre painting,1045.0,770.0,72570.0,wikiart,Baroque,The Anatomy Lesson of Dr. Nicolaes Tulp(fragment),train_and_test,True,102400.jpg
40462,Rembrandt,c.1635,sketch and study,804.0,1000.0,753575.0,wikiart,Baroque,Sheet Of Sketches With A Portrait Of Saskia,train_and_test,True,20044.jpg
40483,Rembrandt,1633,portrait,796.0,1010.0,119685.0,wikiart,Baroque,Portrait of the Young Saskia,train_and_test,True,62943.jpg
40524,Rembrandt,1656,genre painting,1038.0,774.0,89453.0,wikipedia,Baroque,Anatomy of Doctor Deyman,train_and_test,False,3094.jpg
40548,Ivan Aivazovsky,1868,marina,1000.0,803.0,212281.0,wikiart,Romanticism,Sea coast. Farewell,train_and_test,True,31129.jpg
40626,Ivan Aivazovsky,,landscape,802.0,1000.0,139195.0,wikiart,Romanticism,Neva,train_and_test,True,37851.jpg
40630,Ivan Aivazovsky,1886,marina,1000.0,802.0,395192.0,wikiart,Romanticism,The Tempest ,train_and_test,True,50575.jpg
40689,Ivan Aivazovsky,1852,marina,1056.0,759.0,105289.0,wikiart,Romanticism,Arrival into Sevastopol Bay,train_and_test,True,71221.jpg
40703,Ivan Aivazovsky,1877,landscape,994.0,806.0,82509.0,wikiart,Romanticism,Lunar night at the spring,train_and_test,True,61589.jpg
40860,Ivan Aivazovsky,1846,marina,1066.0,750.0,58480.0,wikiart,Romanticism,Sea buttle near Revel,train_and_test,True,905.jpg
40900,Rembrandt,c.1635,self-portrait,799.0,1000.0,1001858.0,wikiart,Baroque,Self-portrait with Saskia in the Parable of the Prodigal Son,train_and_test,True,63074.jpg
40923,Rembrandt,1632,portrait,802.0,996.0,117385.0,wikiart,Baroque,Knee length Figure of a Man in an Oriental Dress,train_and_test,True,90456.jpg
40966,Rembrandt,,portrait,798.0,1000.0,375490.0,wikiart,Baroque,Portrait Of An Old Man,train_and_test,True,63753.jpg
40969,Rembrandt,,religious painting,750.0,1064.0,338370.0,wikiart,Baroque,The circumcision small plate,train_and_test,False,5492.jpg
41057,Ivan Aivazovsky,1881,genre painting,1095.0,728.0,92474.0,wikiart,Romanticism,In Cairo,train_and_test,False,85199.jpg
41111,Rembrandt,1653,portrait,800.0,996.0,41861.0,wikiart,Baroque,Portrait of Titus,train_and_test,True,82537.jpg
41140,Rembrandt,,landscape,1002.0,795.0,382349.0,wikiart,Baroque,St Anthonisgate Amsterdam Sun,train_and_test,False,41499.jpg
41141,Ivan Aivazovsky,,landscape,1044.0,763.0,173310.0,wikiart,Romanticism,The Nice at night,train_and_test,True,66461.jpg
41184,Ivan Aivazovsky,1866,landscape,1000.0,796.0,157403.0,wikiart,Romanticism,Seaside city. View of Yalta ,train_and_test,True,99006.jpg
41208,Rembrandt,,portrait,1000.0,796.0,1056441.0,wikiart,Baroque,The Artist`s Father,train_and_test,True,73906.jpg
41257,Rembrandt,1653,religious painting,1026.0,775.0,587587.0,wikiart,Baroque,The Flight into Egypt Called In the Style of Elzheimer ,train_and_test,True,25874.jpg
41263,Ivan Aivazovsky,1861,landscape,795.0,1000.0,172197.0,wikiart,Romanticism,View from Livadia,train_and_test,True,72070.jpg
41301,Rembrandt,1643,religious painting,1027.0,774.0,482162.0,wikipedia,Baroque,The Toilet of Bathsheba,train_and_test,True,89185.jpg
41441,Rembrandt,1640,cityscape,1030.0,770.0,431674.0,wikiart,Baroque,View of Amsterdam,train_and_test,False,52837.jpg
41455,Ivan Aivazovsky,1871,landscape,1000.0,793.0,94026.0,wikiart,Romanticism,Night in the Ukraine,train_and_test,False,43338.jpg
41525,Rembrandt,c.1634,religious painting,792.0,1000.0,1070751.0,wikiart,Baroque,Susanna and the Elders,train_and_test,True,63108.jpg
41547,Rembrandt,c.1628,genre painting,792.0,1000.0,838164.0,wikiart,Baroque,Two Old Men Disputing,train_and_test,False,34991.jpg
41555,Ivan Aivazovsky,1859,landscape,1000.0,792.0,134190.0,wikiart,Romanticism,Lunar night on the Black sea,train_and_test,False,88486.jpg
41572,Rembrandt,1633,religious painting,1015.0,780.0,614951.0,wikiart,Baroque,Daniel and King Cyrus in front of the Idol of Bel,train_and_test,True,94130.jpg
41641,Ivan Aivazovsky,1869,landscape,1000.0,791.0,366095.0,wikiart,Romanticism,Chains of the Caucasus Mountains,train_and_test,True,96914.jpg
41644,Ivan Aivazovsky,1885,landscape,1000.0,791.0,171279.0,wikiart,Romanticism,The Bay of Yalta,train_and_test,False,78812.jpg
41651,Rembrandt,c.1634,portrait,791.0,1000.0,1032104.0,wikiart,Baroque,Flora,train_and_test,True,96953.jpg
41652,Ivan Aivazovsky,1868,landscape,791.0,1000.0,108918.0,wikiart,Romanticism,Darial Gorge. Moon night,train_and_test,True,54793.jpg
41653,Ivan Aivazovsky,,landscape,791.0,1000.0,210420.0,wikiart,Romanticism,Livadia,train_and_test,True,28316.jpg
41654,Ivan Aivazovsky,1888,portrait,791.0,1000.0,108585.0,wikiart,Romanticism,Portrait of Loris-Melikov,train_and_test,False,58443.jpg
41657,Ivan Aivazovsky,1880,landscape,791.0,1000.0,126084.0,wikiart,Romanticism,Pushkin in Gurzuf,train_and_test,True,3757.jpg
41667,Ivan Aivazovsky,1856,marina,1086.0,728.0,82595.0,wikiart,Romanticism,The Shipwreck near mountain of Aphon,train_and_test,True,19223.jpg
41682,Rembrandt,1656,portrait,1020.0,775.0,559085.0,wikiart,Baroque,Abraham Franz,train_and_test,True,92579.jpg
41751,Ivan Aivazovsky,1872,marina,1024.0,771.0,110081.0,wikiart,Romanticism,Before battle. Ship. Constantinople,train_and_test,False,47530.jpg
41757,Rembrandt,1652,religious painting,1020.0,774.0,721172.0,wikiart,Baroque,Jesus Preaching called the La Tombe ,train_and_test,True,12531.jpg
41772,Marc Chagall,1912,portrait,816.0,967.0,828605.0,wikiart,Cubism,Soldiers,train_and_test,True,61385.jpg
41818,Ivan Aivazovsky,1869,landscape,789.0,1000.0,136436.0,wikiart,Romanticism,Clash soldiers with murids on Gunib,train_and_test,True,47669.jpg
41901,Ivan Aivazovsky,1840,landscape,788.0,1000.0,166238.0,wikiart,Romanticism,The Bay of Naples at moonlit night. Vesuvius,train_and_test,True,66882.jpg
42076,Marc Chagall,c.1923,illustration,1024.0,768.0,366525.0,wikiart,Naïve Art (Primitivism),Sobakevich's house ,train_and_test,True,66091.jpg
42081,Marc Chagall,c.1923,illustration,1024.0,768.0,206690.0,wikiart,Naïve Art (Primitivism),Tchitchikov and Sobakevich after dinner,train_and_test,True,38828.jpg
42083,Marc Chagall,c.1923,illustration,1024.0,768.0,189368.0,wikiart,Naïve Art (Primitivism),Tchitchikov at the customs,train_and_test,True,37834.jpg
42090,Marc Chagall,c.1923,illustration,1024.0,768.0,167983.0,wikiart,Naïve Art (Primitivism),"Illustration to Nikolai Gogol's ""Dead Souls"" ",train_and_test,True,56579.jpg
42091,Marc Chagall,c.1923,illustration,1024.0,768.0,191785.0,wikiart,Naïve Art (Primitivism),"Illustration to Nikolai Gogol's ""Dead Souls"" ",train_and_test,False,77469.jpg
42099,Marc Chagall,c.1923,illustration,1024.0,768.0,298881.0,wikiart,Naïve Art (Primitivism),On the way to Sobakevich,train_and_test,True,53824.jpg
42100,Marc Chagall,c.1923,illustration,1024.0,768.0,206836.0,wikiart,Naïve Art (Primitivism),Pliushkin treats Tchtchikov,train_and_test,False,33855.jpg
42101,Marc Chagall,c.1923,illustration,1024.0,768.0,248162.0,wikiart,Naïve Art (Primitivism),"Illustration to Nikolai Gogol's ""Dead Souls"" ",train_and_test,True,20698.jpg
42102,Marc Chagall,c.1923,illustration,1024.0,768.0,242951.0,wikiart,Naïve Art (Primitivism),Disputation of Pliushkin and Mavra,train_and_test,True,69808.jpg
42104,Marc Chagall,c.1923,illustration,1024.0,768.0,248559.0,wikiart,Naïve Art (Primitivism),Pliushkin's village,train_and_test,True,19378.jpg
42106,Marc Chagall,c.1923,illustration,1024.0,768.0,151535.0,wikiart,Naïve Art (Primitivism),Tchitchikov's arrival to town N,train_and_test,True,71048.jpg
42123,Marc Chagall,c.1923,illustration,1024.0,768.0,231908.0,wikiart,Naïve Art (Primitivism),Banquet degenerates into brawl,train_and_test,True,14047.jpg
42129,Marc Chagall,c.1923,illustration,1024.0,768.0,160707.0,wikiart,Naïve Art (Primitivism),The deposit,train_and_test,True,31253.jpg
42133,Marc Chagall,1908,cityscape,1024.0,768.0,223041.0,wikiart,Naïve Art (Primitivism),A House in Liozna,train_and_test,False,6335.jpg
